full_cycle, pure cycle capacity loss
0, 0
80.9898762654667, 0.8955223880597032
199.10011248593923, 1.3598673300165878
367.8290213723284, 1.8242122719734652
593.9257592800901, 2.28855721393035
880.7649043869516, 2.8192371475953593
1214.848143982002, 3.41625207296849
1444.319460067492, 3.714759535655059
1832.3959505061866, 4.344941956882256
2331.833520809899, 5.1077943615257055
2807.6490438695164, 5.804311774461027
