full_cycle, pure cycle capacity loss
0, 0
82.00455580865605, 0.7495741056218073
201.59453302961276, 1.090289608177173
369.0205011389522, 1.4991482112436145
594.5330296127562, 1.8739352640545164
881.5489749430523, 2.316865417376494
1212.9840546697037, 2.930153321976153
1438.496583143508, 3.2367972742759825
1831.4350797266516, 3.781942078364569
2330.296127562642, 4.531516183986373
2805.2391799544416, 5.28109028960818
