SOC,R
1, 37.96231808731809
1.9999999999999964, 37.81892263142263
2.9999999999999964, 37.67552717552718
3.999999999999993, 37.53213171963172
5, 37.38873626373626
6, 37.245340807840805
6.999999999999993, 37.15930353430353
8, 37.10194535194535
9, 36.958549896049895
10, 36.87251262251262
10.999999999999993, 36.815154440154444
11.999999999999993, 36.75779625779626
12.999999999999993, 36.70043807543807
14, 36.671758984258986
15, 36.6144008019008
15.999999999999993, 36.55704261954262
16.999999999999993, 36.499684437184435
17.999999999999993, 36.47100534600534
19, 36.41364716364716
20, 36.38496807246807
21, 36.38496807246807
21.999999999999993, 36.356288981288984
22.999999999999993, 36.32760989010989
23.999999999999993, 36.32760989010989
25, 36.27025170775171
26, 36.18421443421443
26.999999999999993, 36.18421443421443
27.999999999999993, 36.12685625185625
28.999999999999993, 36.06949806949807
29.999999999999993, 36.06949806949807
31, 36.01213988713989
31.999999999999993, 35.983460795960795
32.99999999999999, 35.89742352242352
33.99999999999999, 35.84006534006534
34.99999999999999, 35.84006534006534
36, 35.78270715770716
37, 35.696669884169886
37.999999999999986, 35.66799079299079
39, 35.6393117018117
40, 35.6393117018117
41, 35.58195351945352
42, 35.55327442827443
42.999999999999986, 35.524595337095334
44, 35.49591624591625
45, 35.409878972378976
45.999999999999986, 35.35252079002079
47, 35.3238416988417
47.999999999999986, 35.20912533412533
49, 35.15176715176715
49.999999999999986, 35.09440896940897
50.999999999999986, 35.065729878229874
52, 35.065729878229874
52.999999999999986, 34.951013513513516
54, 34.92233442233442
54.999999999999986, 34.92233442233442
55.999999999999986, 34.83629714879715
57, 34.778938966438965
57.999999999999986, 34.721580784080786
59, 34.721580784080786
59.999999999999986, 34.63554351054351
61, 34.63554351054351
62, 34.57818532818533
62.999999999999986, 34.549506237006234
64, 34.52082714582714
64.99999999999999, 34.46346896346896
66, 34.492148054648055
67, 34.40611078111078
67.99999999999999, 34.37743168993169
69, 34.37743168993169
69.99999999999999, 34.37743168993169
71, 34.3487525987526
71.99999999999999, 34.32007350757351
72.99999999999999, 34.29139441639442
74, 34.29139441639442
74.99999999999999, 34.3487525987526
76, 34.262715325215325
76.99999999999999, 34.262715325215325
77.99999999999999, 34.262715325215325
79, 34.23403623403623
79.99999999999999, 34.23403623403623
81, 34.20535714285714
81.99999999999999, 34.14799896049896
82.99999999999999, 34.17667805167805
84, 34.17667805167805
84.99999999999999, 34.17667805167805
86, 34.11931986931987
86.99999999999999, 34.17667805167805
87.99999999999999, 34.11931986931987
88.99999999999999, 34.11931986931987
89.99999999999999, 34.14799896049896
91, 34.14799896049896
91.99999999999999, 34.17667805167805
93, 34.17667805167805
93.99999999999999, 34.23403623403623
94.99999999999999, 34.29139441639442
96, 34.3487525987526
96.99999999999999, 34.46346896346896
98, 34.549506237006234
98.99999999999999, 34.75025987525987
99.99999999999997, 34.951013513513516
