time (UTC),G (W/m^2),Tamb (C),generation_kw
03/01/2019 21:00:00,0,-2.424,0
03/01/2019 22:00:00,0,-2.645,0
03/01/2019 23:00:00,0,-3.104,0
04/01/2019 00:00:00,0,-3.23,0
04/01/2019 01:00:00,0,-3.252,0
04/01/2019 02:00:00,0,-3.272,0
04/01/2019 03:00:00,0,-3.275,0
04/01/2019 04:00:00,0,-3.262,0
04/01/2019 05:00:00,0,-3.264,0
04/01/2019 06:00:00,0,-3.177,0
04/01/2019 07:00:00,0,-2.966,0
04/01/2019 08:00:00,9.581,-2.422,0.008
04/01/2019 09:00:00,56.76,-0.808,0.064
04/01/2019 10:00:00,98.595,0.26,0.108
04/01/2019 11:00:00,125.645,1.169,0.14
04/01/2019 12:00:00,135.506,1.963,0.16
04/01/2019 13:00:00,128.747,2.368,0.173
04/01/2019 14:00:00,82.183,1.918,0.114
04/01/2019 15:00:00,16.052,0.545,0.016
04/01/2019 16:00:00,0,0.054,0
04/01/2019 17:00:00,0,0.143,0
04/01/2019 18:00:00,0,0.21,0
04/01/2019 19:00:00,0,0.256,0
04/01/2019 20:00:00,0,0.255,0
04/01/2019 21:00:00,0,0.235,0
04/01/2019 22:00:00,0,0.081,0
04/01/2019 23:00:00,0,-0.248,0
05/01/2019 00:00:00,0,-0.381,0
05/01/2019 01:00:00,0,-0.494,0
05/01/2019 02:00:00,0,-0.554,0
05/01/2019 03:00:00,0,-0.533,0
05/01/2019 04:00:00,0,-0.36,0
05/01/2019 05:00:00,0,-0.157,0
05/01/2019 06:00:00,0,0.041,0
05/01/2019 07:00:00,0,0.222,0
05/01/2019 08:00:00,5.449,0.377,0.001
05/01/2019 09:00:00,37.203,1.184,0.026
05/01/2019 10:00:00,83.634,2.3,0.074
05/01/2019 11:00:00,111.041,3.302,0.104
05/01/2019 12:00:00,117.447,3.965,0.113
05/01/2019 13:00:00,96.098,4.049,0.088
05/01/2019 14:00:00,51.189,3.252,0.039
05/01/2019 15:00:00,9.74,2.118,0.003
05/01/2019 16:00:00,0,1.825,0
05/01/2019 17:00:00,0,1.789,0
05/01/2019 18:00:00,0,1.85,0
05/01/2019 19:00:00,0,2.012,0
05/01/2019 20:00:00,0,2.191,0
05/01/2019 21:00:00,0,2.284,0
05/01/2019 22:00:00,0,2.344,0
05/01/2019 23:00:00,0,2.188,0
06/01/2019 00:00:00,0,2.116,0
06/01/2019 01:00:00,0,2.079,0
06/01/2019 02:00:00,0,1.939,0
06/01/2019 03:00:00,0,1.808,0
06/01/2019 04:00:00,0,1.937,0
06/01/2019 05:00:00,0,2.358,0
06/01/2019 06:00:00,0,3.166,0
06/01/2019 07:00:00,0,3.624,0
06/01/2019 08:00:00,2.383,3.873,0
06/01/2019 09:00:00,20.227,4.526,0.009
06/01/2019 10:00:00,49.212,5.228,0.032
06/01/2019 11:00:00,80.534,5.968,0.061
06/01/2019 12:00:00,107.807,6.619,0.093
06/01/2019 13:00:00,95.299,6.844,0.084
06/01/2019 14:00:00,56.867,6.437,0.045
06/01/2019 15:00:00,10.952,5.35,0.004
06/01/2019 16:00:00,0,5.114,0
06/01/2019 17:00:00,0,5.329,0
06/01/2019 18:00:00,0,5.241,0
06/01/2019 19:00:00,0,5.105,0
06/01/2019 20:00:00,0,4.95,0
06/01/2019 21:00:00,0,4.748,0
06/01/2019 22:00:00,0,4.64,0
06/01/2019 23:00:00,0,4.681,0
07/01/2019 00:00:00,0,4.612,0
07/01/2019 01:00:00,0,4.548,0
07/01/2019 02:00:00,0,4.742,0
07/01/2019 03:00:00,0,4.921,0
07/01/2019 04:00:00,0,4.961,0
07/01/2019 05:00:00,0,4.964,0
07/01/2019 06:00:00,0,4.917,0
07/01/2019 07:00:00,0,4.99,0
07/01/2019 08:00:00,3.799,5.679,0
07/01/2019 09:00:00,21.474,6.659,0.01
07/01/2019 10:00:00,54.397,7.635,0.036
07/01/2019 11:00:00,105.064,8.757,0.088
07/01/2019 12:00:00,117.23,9.395,0.102
07/01/2019 13:00:00,49.189,9.515,0.03
07/01/2019 14:00:00,14.337,9.382,0.004
07/01/2019 15:00:00,3.06,9.241,0
07/01/2019 16:00:00,0,9.135,0
07/01/2019 17:00:00,0,8.598,0
07/01/2019 18:00:00,0,7.521,0
07/01/2019 19:00:00,0,6.689,0
07/01/2019 20:00:00,0,6.291,0
07/01/2019 21:00:00,0,6.014,0
07/01/2019 22:00:00,0,5.777,0
07/01/2019 23:00:00,0,5.705,0
