SOC,R
10,7.074037194886412
11,7.074037194886412
12,7.074037194886412
13.000000000000002,6.992739454442745
14,6.992739454442745
14.999999999999995,6.911441713999075
15.999999999999995,6.911441713999075
16.999999999999996,6.911441713999075
17.999999999999996,6.911441713999075
18.999999999999996,6.830143973555412
19.999999999999996,6.830143973555412
20.999999999999996,6.830143973555412
21.999999999999996,6.830143973555412
22.999999999999996,6.830143973555412
23.999999999999996,6.830143973555412
24.999999999999996,6.830143973555412
25.999999999999996,6.830143973555412
26.999999999999996,6.830143973555412
27.999999999999996,6.830143973555412
28.999999999999996,6.830143973555412
30,6.748846233111749
31.000000000000004,6.748846233111749
32,6.748846233111749
33,6.748846233111749
34,6.748846233111749
35,6.748846233111749
36,6.667548492668086
36.99999999999999,6.667548492668086
38,6.667548492668086
38.99999999999999,6.667548492668086
39.99999999999999,6.667548492668086
41,6.667548492668086
41.99999999999999,6.667548492668086
42.99999999999999,6.667548492668086
44,6.667548492668086
44.99999999999999,6.667548492668086
46,6.586250752224419
47,6.586250752224419
47.99999999999999,6.586250752224419
49,6.586250752224419
50,6.586250752224419
50.99999999999999,6.586250752224419
52,6.586250752224419
53,6.586250752224419
53.99999999999999,6.586250752224419
55,6.586250752224419
56,6.586250752224419
56.99999999999999,6.586250752224419
58,6.504953011780749
59,6.504953011780749
59.99999999999999,6.586250752224419
61,6.586250752224419
62,6.586250752224419
62.99999999999999,6.586250752224419
63.99999999999999,6.586250752224419
65,6.667548492668086
65.99999999999999,6.667548492668086
67,6.667548492668086
68,6.667548492668086
68.99999999999999,6.748846233111749
70,6.748846233111749
71,6.748846233111749
71.99999999999999,6.748846233111749
72.99999999999999,6.748846233111749
73.99999999999999,6.748846233111749
74.99999999999999,6.748846233111749
76,6.667548492668086
77,6.667548492668086
78.00000000000001,6.667548492668086
79,6.667548492668086
80,6.667548492668086
81,6.667548492668086
82,6.667548492668086
83,6.586250752224419
84,6.586250752224419
84.99999999999999,6.586250752224419
85.99999999999999,6.586250752224419
87,6.586250752224419
88,6.504953011780749
89.00000000000001,6.504953011780749
90.00000000000001,6.504953011780749
