SOC,R
95.45454545454544, 6.000000000000002
85.5371900826446, 5.2500000000000036
76.03305785123962, 5.2500000000000036
66.5289256198347, 5.583333333333336
57.024793388429714, 4.833333333333336
47.52066115702473, 3.5
38.01652892561981, 3.5833333333333357
28.51239669421483, 3.7500000000000036
19.008264462809848, 4.25
9.504132231404867, 5.416666666666668
